file35	Задание 35	https://youtu.be/uGnzf3XEzwk	Touch-nose	Потрогайте только нос большим и указательным пальцами, как показано в примере. Не задевайте другие участки лица.
file36	Задание 36	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Glasses-headset.jpg	Glasses-headset	Сфотографируйтесь в прозрачных очках и любых наушниках (любые наушники, главное чтобы их было видно). На линзах очков не должно быть отражения/бликов. Оправа очков не должна закрывать глаза.
file37	Задание 37	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Mask.jpg	Mask	Фото в медицинской маске, маска не должна закрывать глаза;
file38	Задание 38	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Normal.jpg	Normal	Фото без эмоций, обычное лицо
file39	Задание 39	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Sunglasses.jpg	Sunglasses	Сделайте фотографию в солнцезащитных очках (темные очки). Очки должны полностью скрывать ваши глаза.
file40	Задание 40	https://youtu.be/jiqp6Y9T-ik	Clapping	Снимите как вы хлопаете в ладошки, чтобы запястья были видны. Руки должны находиться под лицом, на достаточном расстоянии от него. Нельзя закрывать, задевать или перекрывать лицо руками.
file41	Задание 41	https://youtu.be/OokkY_54Pfk	Greeting	Снимите как вы приветствуете кого-то левой рукой. Рука должна находиться на достаточном расстоянии слева от лица (как в примере).
file42	Задание 42	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Dislike.jpg	Dislike	Фото (левая рука): палец вниз, запястье должно быть в кадре;
file43	Задание 43	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Like.jpg	Like	Фото (левая рука): палец вверх, запястье должно быть в кадре;
file44	Задание 44	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Make-a-fist.jpg	Make-a-fist	Фото (левая рука): покажите кулак и держите руку вертикально на уровне головы (как в примере), запястье должно быть в кадре;
file45	Задание 45	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Number-1.jpg	Number-1	Фото (левая рука): Показать пальцем цифру 1 (как в примере, запястье должно быть в кадре);
file46	Задание 46	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Number-2.jpg	Number-2	Фото (левая рука): Показать пальцами цифру 2 (как в примере, запястье должно быть в кадре);
file47	Задание 47	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Number-3.jpg	Number-3	Фото (левая рука): Показать пальцами цифру 3 (как в примере, запястье должно быть в кадре);
file48	Задание 48	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Number-4.jpg	Number-4	Фото (левая рука): Показать пальцами цифру 4 (как в примере, запястье должно быть в кадре);
file49	Задание 49	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Number-5.jpg	Number-5	Фото (левая рука): Показать пальцами цифру 5 (как в примере, запястье должно быть в кадре);
file50	Задание 50	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Number-6.jpg	Number-6	Фото (левая рука): Показать пальцами цифру 6 (как в примере, запястье должно быть в кадре);
file51	Задание 51	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Number-8.jpg	Number-8	Фото (левая рука): Показать пальцами цифру 8 (как в примере, запястье должно быть в кадре), большой и указательный пальцы должны быть вытянуты;
file52	Задание 52	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/OK.jpg	OK	Фото (левая рука): жест "ok", запястье должно быть в кадре;
file53	Задание 53	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Point-finger.jpg	Point-finger	Фото (левая рука): показать указательный палец, направленный на голову (как в примере, запястье должно быть в кадре);
file54	Задание 54	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Put-palms-together.jpg	Put-palms-together	Фото: 🙏 Сложить ладони, запястья должны быть полностью в кадре;
file55	Задание 55	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Show-hand.jpg	Show-hand	Фото: повторите положение рук из примера, пальцы и запястья должны полностью быть в кадре;
file56	Задание 56	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Show-hand2.jpg	Show-hand2	Фото: повторите положение рук из примера, пальцы и запястья должны полностью быть в кадре;
file57	Задание 57	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Show-hand3.jpg	Show-hand3	Фото: повторите положение рук из примера, запястья должны полностью быть в кадре, НЕ перекрывайте лицо руками (держите руки под лицом);
file58	Задание 58	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Single-hand-heart.jpg	Single-hand-heart	Фото (левая рука): 🫰🏻 "Тиктокерское сердце", запястье должно быть в кадре;
file59	Задание 59	https://trainingdata-data-collection.s3.amazonaws.com/dima/sdv/Two-hand-heart.jpg	Two-hand-heart	Фото: Сердце двумя руками, запястья должны полностью быть в кадре;
file60	Задание 60	https://youtu.be/svnj4adA7-o	GlassesPitch	(Для записи потребуются прозрачные очки) Снимите как вы отклоняете голову назад, затем наклоняете её вперед, а после возвращаетесь в обычное положение, не наклоняя при этом тело. На линзах очков не должно быть бликов/отражения.
file61	Задание 61	https://youtu.be/Ij_5Cg3eUbE	GlassesRoll	(Для записи потребуются прозрачные очки) Снимите как вы наклоняете голову сначала в ЛЕВУЮ сторону, затем в ПРАВУЮ. Не надо наклонять тело, наклоняйте только голову. Глаза должны двигаться вместе с головой. На линзах очков не должно быть бликов/отражения.
file62	Задание 62	https://youtu.be/Z5KcCkIGcxQ	GlassesYaw	(Для записи потребуются прозрачные очки) Снимите как вы поворачиваете голову сначала в ЛЕВУЮ сторону, затем в ПРАВУЮ. Не надо поворачивать тело, поворачивайте только голову. Глаза должны двигаться вместе с головой. На линзах очков не должно быть бликов/отражения.
file63	Задание 63	https://youtu.be/pEqEzFUsAMk	NoGlassesPitch	Снимите как вы отклоняете голову назад, затем наклоняете её вперед, а после возвращаетесь в обычное положение, не наклоняя при этом тело.
file64	Задание 64	https://youtu.be/2HZn7ww-_Zo	NoGlassesRoll	Снимите как вы наклоняете голову сначала в ЛЕВУЮ сторону, затем в ПРАВУЮ. Не надо наклонять тело, наклоняйте только голову. Глаза должны двигаться вместе с головой.
file65	Задание 65	https://youtu.be/HK7Qs2ZSt40	NoGlassesYaw	Не надо поворачивать тело, поворачивайте только голову. Глаза должны двигаться вместе с головой.
